data;valor;membro_id;categoria;descricao
05-12-2025;-41,96;Rafael;Transporte;Estacionamento
12/05/2025;-41,96;Rafael;transporte;Estacionamento
2025-05-12;-41.96;Rafael;Combustivel;Estacionamento
2025-05-12;-22,13;Rafael;Entretenimento;App de musica
2025-05-12;R$ -41.96;Rafael;Gastos com Carro;Estacionamento
05-12-2025;-22,13;Rafael;Cinema/Show;App de musica
05-12-2025;-41,96;Rafael;transporte;Estacionamento
05-12-2025;-41.96;Rafael;Gastos com Carro;estacionamento
2025-05-13;-19.60;Felipe;Entretenimento;App de musica
13/05/2025;-23.39;Rafael ;Streaming;app de musica
2025-05-13;-19.41;Felipe;transporte;Estacionamento
2025-05-15;-145.48;Rafael;Entretenimento;Show/Evento *
2025-05-15;R$ 4000,00;Felipe;SALARIO;salario mensal de felipe
2025-05-15;-17,37;Felipe;Supermercado;Café/Lanche
15/05/2025;-19,30;Felipe;Restaurante;café/lanche
2025-05-16;-459,39;Felipe;ALIMENTACAO;Supermercado semanal
2025-05-17;-43,37;Felipe;Combustivel;Estacionamento
05-19-2025;-116.84;Feli pe;Consulta;Consulta
20/05/2025;-136,77;Calebe;Combustivel;Combustivel
2025-05-20;-136,77;Calebe;Uber/taxi;Combustivel
05-21-2025;-68.79;Rafael;Entretenimento;Passeio *
21/05/2025;-41,07;Rafael;alimentacao;Delivery
2025-05-21;-27.94;Felipe;Restaurante;café/lanche
23/05/2025;-478.01;Felipe;Supermercado;Supermercado semanal
05-24-2025;-37,77;Rafael;LAZER;app de musica
05-24-2025;-37.77;Rafael;LAZER;app de musica
06-17-2024;-507,33;Felipe;Alimentacao;Supermercado semanal
2025-05-25;R$ -58,12;Rafael;Cinema/Show;Streaming anual
26/05/2025;-154,64;Rafael;Lazer;Passeio
2025-05-27;-111.34;Calebe ;Combustivel;Combustivel
2025-05-27;-123.71;Calebe;Gastos com Carro;Combustivel
05-27-2025;-43.91;Rafael;Alimentacao;LANCHE
28/05/2025;-1123,88;Calebe;Cursos;Transferencia para Poupanca
2025-05-28;-101.63;Calebe;Combustivel;COMBUSTIVEL
28/05/2025;-56,28;Rafael;Streaming;Passeio
05-28-2025;-1123.88;Calebe;Cursos;Transferencia para Poupanca
28/05/2025;-56,28;Rafael;lazer;Passeio
2025-05-30;R$ -435.57;Felipe;Alimentacao;Supermercado semanal
;-435,57;Felipe;Alimentacao;SUPERMERCADO SEMANAL
30/05/2025;-435,57;Felipe;ALIMENTACAO;Supermercado semanal *
2025-05-30;-435,57;Felipe;Supermercado;
;-24.51;Rafael;Alimentacao;Café/Lanche
2025-05-31;-15,35;Felipe;Uber/taxi;Estacionamento
2025-05-31;-21.43;Felipe-M;Entretenimento;App de musica
06-03-2025;-40.07;Rafaell;alimentacao;DELIVERY
2025-06-03;-40.07;Rafael;Restaurante;
2025-06-04;-801,10;Felipe;alimentacao;Supermercado semanal
04/06/2025;-49.51;Felipe;Restaurante;CAFÉ/LANCHE
2025-06-04;-801,10;Felipe;alimentacao;
05/06/2025;-124.68;Calebe;TRANSPORTE;COMBUSTIVEL
2025-06-06;-75,62;Rafael;ALIMENTACAO;JANTAR FORA
2025-06-06;-75,62;Rafael;Restaurante;Jantar fora
2025-06-06;8.000,00;Calebe;salario;Salario mensal de Calebe
2025-06-07;-16,90;Rafael;Restaurante;Café/Lanche
07/06/2025;-16,90;Rafael;ALIMENTACAO;Café/Lanche
2025-06-07;R$ -3483,83;Calebe;moradia;Aluguel residencial
2025-06-09;-98,16;Rafael;Supermercado;
09/06/2025;-199.58;Rafael;Streaming;Show/Evento
2025-06-10;-895,84;Calebe;TRANSPORTE;Parcela carro/seguro
10/06/2025;R$ -213,18;Rafael;Lazer;Streaming anual
2025-06-10;-788.35;Felipe;ALIMENTACAO;Supermercado semanal
2025-06-10;-213.18;Rafael ;Entretenimento;Streaming anual
10/06/2025;-788.35;Felipe;Alimentacao;Supermercado semanal
2025-06-10;R$ -213.18;Rafael;Lazer;Streaming anual
12/06/2025;-40,75;Felipe;Restaurante;
;R$ -28,37;Felipe;Lazer;App de musica
2025-06-15;4.000,00;Felipe;SALARIO;Salario mensal de Felipe
06-15-2025;-14,77;Felipe;Streaming;App de musica
15/06/2025;4.000,00;Felipe;salario;Salario mensal de Felipe
15/06/2025;R$ -106,80;Rafael;EDUCACAO;Curso online
2025-06-16;-33,03;Felipe;Transporte;Estacionamento
16/06/2025;-856,81;Felip;Mercado;Supermercado semanal
17/06/2025;-211.77;Calebe;Gastos com Carro;Combustivel
17/06/2025;-120.97;Felipe;Consulta;Exame medico
06-17-2025;-120.97;Felipe;Consulta;
2025-06-18;-35.95;Felipe;TRANSPORTE;Estacionamento
06-18-2025;-43,22;Felipe;Alimentacao;Café/Lanche
18/06/2025;-35.95;Felipe;TRANSPORTE;Estacionamento
2025-06-18;-43.22;Felipe;Alimentacao;Café/Lanche
20/06/2025;-40.17;Rafael;Gastos com Carro;Estacionamento
06-21-2025;-213.56;Calebe;Transporte;Combustivel
2025-01-28;-988,58;Felipe;Educacao;TRANSFERENCIA PARA POUPANCA
2025-06-22;-700.23;Felipe;Supermercado;supermercado semanal
22/06/2025;-700,23;Felipe;alimentacao;Supermercado semanal
22/06/2025;-11.15;Rafa;Uber/taxi;Estacionamento
2025-06-24;-56,16;Rafael;Mercado;Delivery
06-30-2024;-48,94;Rafael;Supermercado;Jantar fora
25/06/2025;-33,93;Felipe;Lazer;App de musica
2025-06-25;-33,93;Felipe;lazer;App de musica
;-178.91;Calebe;Gastos com Carro;Combustivel
26/06/2025;-24,11;Rafael;Mercado;
26/06/2025;-154,37;Rafael;LAZER;PASSEIO
2025-06-27;-60,16;Rafael;Mercado;Lanche
06-27-2025;-78.32;Rafael;alimentacao;JANTAR FORA
06-27-2025;-60.16;Rafael;alimentacao;LANCHE
2025-06-28;-1,774.42;Calebe;EDUCACAO;Transferencia para Poupanca
29/06/2025;-30.11;Felipe;Transporte;Estacionamento
2025-06-30;-195.99;Rafael;lazer;
2025-06-30;-195.99;Rafael;lazer;streaming anual
;R$ -697,92;Felipe;alimentacao;supermercado semanal
